time,home,away,home_score,away_score
25.09. 14:30,Moyale Barracks,Civo Utd,0,0,2016
24.09. 14:30,Civil,Wizards,2,1,2016
24.09. 14:30,Karonga United,Civo Utd,1,0,2016
24.09. 14:30,MAFCO,Mighty Wanderers,2,1,2016
24.09. 14:30,Silver Strikers,Mzuzu Warriors,2,1,2016
18.09. 14:30,Kamuzu Barracks,Red Lions,2,0,2016
18.09. 14:30,MAFCO,Civil,1,0,2016
18.09. 14:30,Max Bullets,Wizards,1,2,2016
18.09. 14:30,Mighty Tigers,Karonga United,7,1,2016
18.09. 14:30,Mzuzu Warriors,Big Bullets,0,0,2016
17.09. 14:30,Blue Eagles,Silver Strikers,0,0,2016
17.09. 14:30,Civo Utd,Red Lions,1,1,2016
17.09. 14:30,Dwangwa United,Civil,3,1,2016
17.09. 14:30,Mighty Wanderers,Karonga United,4,0,2016
17.09. 14:30,Moyale Barracks,Big Bullets,0,0,2016
14.09. 14:30,Red Lions,Mighty Wanderers,1,1,2016
14.09. 14:30,Silver Strikers,Max Bullets,4,0,2016
11.09. 14:30,Big Bullets,Kamuzu Barracks,4,1,2016
11.09. 14:30,Civil,Blue Eagles,0,0,2016
11.09. 14:30,MAFCO,Mighty Tigers,2,1,2016
11.09. 14:30,Moyale Barracks,Mzuzu Warriors,1,1,2016
10.09. 14:30,Dwangwa United,Mighty Tigers,0,0,2016
10.09. 14:30,Max Bullets,Kamuzu Barracks,0,2,2016
10.09. 14:30,Wizards,Civo Utd,1,0,2016
07.09. 14:30,Wizards,Big Bullets,0,2,2016
05.09. 14:30,Kamuzu Barracks,MAFCO,1,0,2016
05.09. 14:30,Karonga United,Dwangwa United,3,2,2016
03.09. 14:30,Civo Utd,Civil,0,0,2016
03.09. 14:30,Mighty Tigers,Moyale Barracks,1,0,2016
03.09. 14:30,Mzuzu Warriors,Blue Eagles,0,0,2016
14.08. 14:30,Dwangwa United,Big Bullets,0,0,2016
14.08. 14:30,Mighty Wanderers,Mzuzu Warriors,2,4,2016
10.08. 14:30,Blue Eagles,Wizards,6,0,2016
07.08. 14:30,Big Bullets,Mighty Tigers,1,1,2016
07.08. 14:30,MAFCO,Silver Strikers,3,0,2016
06.08. 14:30,Civil,Mighty Wanderers,2,2,2016
31.07. 14:30,Blue Eagles,Big Bullets,0,0,2016
31.07. 14:30,Karonga United,Red Lions,2,1,2016
31.07. 14:30,Max Bullets,MAFCO,3,2,2016
30.07. 14:30,Civo Utd,Dwangwa United,1,2,2016
30.07. 14:30,Mighty Wanderers,Kamuzu Barracks,2,1,2016
30.07. 14:30,Moyale Barracks,Red Lions,1,0,2016
24.07. 14:30,Big Bullets,Silver Strikers,2,1,2016
24.07. 14:30,Civil,Mighty Tigers,0,0,2016
24.07. 14:30,Dwangwa United,Karonga United,1,1,2016
24.07. 14:30,Moyale Barracks,Wizards,2,0,2016
23.07. 14:30,Civo Utd,Karonga United,2,2,2016
23.07. 14:30,Max Bullets,Silver Strikers,0,3,2016
23.07. 14:30,Mighty Wanderers,Blue Eagles,1,2,2016
23.07. 14:30,Mzuzu Warriors,Wizards,1,0,2016
20.07. 14:30,Big Bullets,Max Bullets,5,1,2016
17.07. 14:30,MAFCO,Blue Eagles,2,1,2016
17.07. 14:30,Wizards,Mighty Wanderers,0,4,2016
16.07. 14:30,Dwangwa United,Silver Strikers,0,1,2016
16.07. 14:30,Red Lions,Mzuzu Warriors,2,2,2016
10.07. 14:30,Civo Utd,Big Bullets,0,2,2016
10.07. 14:30,Karonga United,MAFCO,0,5,2016
10.07. 14:30,Mighty Wanderers,Mighty Tigers,2,1,2016
09.07. 14:30,Kamuzu Barracks,Big Bullets,1,0,2016
09.07. 14:30,Wizards,Civil,0,1,2016
06.07. 14:30,Mighty Wanderers,Max Bullets,2,0,2016
03.07. 14:30,Big Bullets,Wizards,1,1,2016
03.07. 14:30,Kamuzu Barracks,Karonga United,4,1,2016
03.07. 14:30,Mighty Tigers,MAFCO,1,1,2016
02.07. 14:30,Blue Eagles,Karonga United,3,1,2016
02.07. 14:30,Red Lions,Civo Utd,4,0,2016
26.06. 14:30,Civil,Moyale Barracks,3,5,2016
26.06. 14:30,Dwangwa United,Mzuzu Warriors,1,2,2016
26.06. 14:30,Karonga United,Big Bullets,1,0,2016
26.06. 14:30,Mighty Tigers,Wizards,0,0,2016
25.06. 14:30,Blue Eagles,Mzuzu Warriors,1,1,2016
25.06. 14:30,MAFCO,Kamuzu Barracks,1,1,2016
25.06. 14:30,Mighty Wanderers,Red Lions,3,1,2016
25.06. 14:30,Silver Strikers,Moyale Barracks,3,1,2016
19.06. 14:30,Civo Utd,Wizards,1,0,2016
19.06. 14:30,Moyale Barracks,Mighty Tigers,0,0,2016
19.06. 14:30,Red Lions,Max Bullets,2,1,2016
18.06. 14:30,Civil,MAFCO,1,0,2016
18.06. 14:30,Karonga United,Mighty Tigers,0,1,2016
18.06. 14:30,Silver Strikers,Kamuzu Barracks,0,0,2016
12.06. 14:30,Dwangwa United,Moyale Barracks,1,2,2016
12.06. 14:30,Karonga United,Civil,0,1,2016
12.06. 14:30,Red Lions,Kamuzu Barracks,1,1,2016
11.06. 14:30,Blue Eagles,Civo Utd,2,0,2016
11.06. 14:30,MAFCO,Moyale Barracks,1,0,2016
11.06. 14:30,Mighty Tigers,Kamuzu Barracks,1,0,2016
11.06. 14:30,Mzuzu Warriors,Civil,0,1,2016
05.06. 14:30,Civo Utd,Max Bullets,1,0,2016
05.06. 14:30,Mzuzu Warriors,Karonga United,1,0,2016
05.06. 14:30,Wizards,Dwangwa United,1,0,2016
04.06. 14:30,Kamuzu Barracks,Max Bullets,2,0,2016
04.06. 14:30,Mighty Tigers,Dwangwa United,1,2,2016
04.06. 14:30,Moyale Barracks,Karonga United,4,0,2016
04.06. 14:30,Silver Strikers,Civil,2,0,2016
29.05. 14:30,Kamuzu Barracks,Blue Eagles,4,0,2016
29.05. 14:30,Wizards,Karonga United,0,0,2016
28.05. 14:30,Max Bullets,Karonga United,1,1,2016
28.05. 14:30,Mzuzu Warriors,Civo Utd,1,0,2016
28.05. 14:30,Red Lions,Silver Strikers,1,2,2016
23.05. 14:30,Moyale Barracks,Mighty Wanderers,2,2,2016
22.05. 14:30,Dwangwa United,Red Lions,0,1,2016
22.05. 14:30,Karonga United,Mighty Wanderers,0,0,2016
22.05. 14:30,Mighty Tigers,Mzuzu Warriors,2,0,2016
22.05. 14:30,Silver Strikers,Blue Eagles,2,1,2016
22.05. 14:30,Wizards,Max Bullets,2,0,2016
21.05. 14:30,Big Bullets,Mzuzu Warriors,2,0,2016
21.05. 14:30,Civil,Civo Utd,0,1,2016
21.05. 14:30,MAFCO,Red Lions,1,0,2016
15.05. 14:30,Blue Eagles,Moyale Barracks,1,0,2016
15.05. 14:30,Kamuzu Barracks,Dwangwa United,5,1,2016
15.05. 14:30,Karonga United,Silver Strikers,0,3,2016
15.05. 14:30,Max Bullets,Civil,0,0,2016
15.05. 14:30,Mighty Wanderers,MAFCO,2,3,2016
14.05. 14:30,Big Bullets,Civil,2,0,2016
14.05. 14:30,Civo Utd,Moyale Barracks,1,2,2016
14.05. 14:30,Mzuzu Warriors,Silver Strikers,0,0,2016
14.05. 14:30,Red Lions,Mighty Tigers,0,3,2016
14.05. 14:30,Wizards,MAFCO,1,3,2016
08.05. 14:30,Blue Eagles,Red Lions,3,0,2016
08.05. 14:30,Kamuzu Barracks,Wizards,2,0,2016
08.05. 14:30,MAFCO,Big Bullets,2,2,2016
08.05. 14:30,Mighty Tigers,Civo Utd,0,0,2016
08.05. 14:30,Moyale Barracks,Max Bullets,3,2,2016
07.05. 14:30,Civil,Dwangwa United,3,0,2016
07.05. 14:30,Mighty Wanderers,Civo Utd,0,0,2016
07.05. 14:30,Mzuzu Warriors,Max Bullets,2,0,2016
07.05. 14:30,Silver Strikers,Wizards,2,1,2016
02.05. 14:30,Civil,Kamuzu Barracks,4,1,2016
02.05. 14:30,Wizards,Red Lions,1,0,2016
01.05. 14:30,Civo Utd,Silver Strikers,1,2,2016
01.05. 14:30,Dwangwa United,MAFCO,2,2,2016
01.05. 14:30,Max Bullets,Blue Eagles,3,5,2016
01.05. 14:30,Mzuzu Warriors,Moyale Barracks,1,0,2016
30.04. 14:30,Big Bullets,Mighty Wanderers,1,1,2016
30.04. 14:30,Mighty Tigers,Blue Eagles,0,1,2016
24.04. 14:30,Civo Utd,MAFCO,3,2,2016
24.04. 14:30,Max Bullets,Dwangwa United,0,0,2016
24.04. 14:30,Mzuzu Warriors,Kamuzu Barracks,3,1,2016
24.04. 14:30,Red Lions,Big Bullets,1,2,2016
23.04. 14:30,Blue Eagles,Civil,2,1,2016
23.04. 14:30,Mighty Wanderers,Dwangwa United,1,1,2016
23.04. 14:30,Moyale Barracks,Kamuzu Barracks,3,1,2016
23.04. 14:30,Silver Strikers,Mighty Tigers,0,1,2016
17.04. 14:30,Dwangwa United,Blue Eagles,0,1,2016
17.04. 14:30,Mighty Tigers,Max Bullets,2,2,2016
17.04. 14:30,Red Lions,Civil,1,0,2016
17.04. 14:30,Silver Strikers,Mighty Wanderers,1,2,2016
16.04. 14:30,Big Bullets,Moyale Barracks,0,0,2016
16.04. 14:30,Kamuzu Barracks,Civo Utd,2,2,2016
16.04. 14:30,MAFCO,Mzuzu Warriors,1,0,2016
27.12. 14:30,Civo Utd,Big Bullets,1,3,2015
24.12. 14:30,Mighty Wanderers,Red Lions,1,0,2015
24.12. 14:30,Moyale Barracks,Blue Eagles,0,0,2015
24.12. 14:30,Silver Strikers,Mighty Tigers,1,1,2015
20.12. 14:30,Airborne Rangers,Mighty Wanderers,2,3,2015
20.12. 14:30,Blue Eagles,Surestream,5,1,2015
20.12. 14:30,Kamuzu Barracks,Red Lions,0,2,2015
20.12. 14:30,Mighty Tigers,Civo Utd,2,1,2015
19.12. 14:30,Civil,Dedza Young,2,1,2015
19.12. 14:30,MAFCO,Mzuzu Warriors,2,0,2015
16.12. 14:30,Surestream,Big Bullets,0,2,2015
13.12. 14:30,Blue Eagles,Silver Strikers,0,0,2015
13.12. 14:30,Civil,MAFCO,4,3,2015
13.12. 14:30,Mighty Wanderers,Surestream,3,1,2015
13.12. 14:30,Red Lions,Mzuzu Warriors,1,0,2015
12.12. 14:30,Big Bullets,Mzuzu Warriors,2,0,2015
12.12. 14:30,Civo Utd,Moyale Barracks,1,0,2015
11.12. 14:30,Kamuzu Barracks,Dedza Young,0,2,2015
11.12. 14:30,Mighty Tigers,Airborne Rangers,2,1,2015
09.12. 14:30,Red Lions,Blue Eagles,0,1,2015
06.12. 14:30,Blue Eagles,Big Bullets,3,0,2015
06.12. 14:30,Dedza Young,Mighty Wanderers,0,2,2015
06.12. 14:30,Mighty Tigers,Surestream,1,0,2015
06.12. 14:30,Mzuzu Warriors,Civil,2,1,2015
05.12. 14:30,Kamuzu Barracks,MAFCO,0,0,2015
05.12. 14:30,Moyale Barracks,Civil,0,0,2015
05.12. 14:30,Red Lions,Airborne Rangers,3,0,2015
29.11. 14:30,Civil,Mighty Wanderers,1,1,2015
29.11. 14:30,MAFCO,Civo Utd,3,0,2015
29.11. 14:30,Mighty Tigers,Moyale Barracks,0,1,2015
28.11. 14:30,Airborne Rangers,Mzuzu Warriors,1,2,2015
28.11. 14:30,Silver Strikers,Mighty Wanderers,1,0,2015
28.11. 14:30,Surestream,Dedza Young,3,0,2015
22.11. 14:30,Dedza Young,Civo Utd,1,0,2015
22.11. 14:30,Kamuzu Barracks,Airborne Rangers,1,2,2015
21.11. 14:30,MAFCO,Surestream,3,2,2015
21.11. 14:30,Mighty Wanderers,Blue Eagles,2,2,2015
18.11. 14:30,Airborne Rangers,Silver Strikers,0,0,2015
18.11. 14:30,Big Bullets,Mighty Tigers,2,1,2015
15.11. 14:30,Big Bullets,Kamuzu Barracks,2,0,2015
15.11. 14:30,Civil,Blue Eagles,1,0,2015
15.11. 14:30,Moyale Barracks,Mighty Wanderers,1,1,2015
15.11. 14:30,Silver Strikers,Red Lions,1,1,2015
14.11. 14:30,Civo Utd,Red Lions,4,1,2015
14.11. 14:30,Dedza Young,Blue Eagles,1,0,2015
14.11. 14:30,Mzuzu Warriors,Mighty Wanderers,3,0,2015
14.11. 14:30,Surestream,Kamuzu Barracks,1,0,2015
08.11. 14:30,Blue Eagles,Mighty Tigers,3,1,2015
08.11. 14:30,Dedza Young,Big Bullets,1,1,2015
08.11. 14:30,Red Lions,MAFCO,1,3,2015
08.11. 14:30,Silver Strikers,Kamuzu Barracks,2,2,2015
07.11. 14:30,Civil,Big Bullets,0,1,2015
07.11. 14:30,Mighty Wanderers,MAFCO,2,1,2015
06.11. 14:30,Civo Utd,Airborne Rangers,0,0,2015
01.11. 14:30,Airborne Rangers,Dedza Young,2,1,2015
01.11. 14:30,Mzuzu Warriors,Moyale Barracks,2,1,2015
01.11. 14:30,Surestream,Silver Strikers,2,2,2015
31.10. 14:30,Big Bullets,Silver Strikers,2,0,2015
30.10. 14:30,Kamuzu Barracks,Civil,2,1,2015
25.10. 15:30,Big Bullets,Moyale Barracks,3,1,2015
25.10. 14:30,Blue Eagles,Kamuzu Barracks,2,1,2015
25.10. 14:30,Dedza Young,MAFCO,0,1,2015
25.10. 14:30,Surestream,Airborne Rangers,2,0,2015
24.10. 14:30,Mighty Wanderers,Mighty Tigers,1,1,2015
24.10. 14:30,Red Lions,Moyale Barracks,1,2,2015
24.10. 13:30,Civo Utd,Silver Strikers,1,2,2015
18.10. 14:30,Airborne Rangers,Big Bullets,2,1,2015
18.10. 14:30,Civil,Civo Utd,1,1,2015
18.10. 14:30,Mighty Tigers,Red Lions,0,0,2015
18.10. 14:30,Mzuzu Warriors,Kamuzu Barracks,0,1,2015
17.10. 14:30,Moyale Barracks,Kamuzu Barracks,1,1,2015
15.10. 14:30,Silver Strikers,MAFCO,0,1,2015
11.10. 14:30,Dedza Young,Mighty Tigers,1,1,2015
10.10. 14:30,Blue Eagles,Mzuzu Warriors,1,1,2015
10.10. 14:30,MAFCO,Moyale Barracks,0,3,2015
10.10. 14:30,Red Lions,Surestream,2,1,2015
10.10. 14:30,Silver Strikers,Civil,4,0,2015
09.10. 14:30,Airborne Rangers,Moyale Barracks,1,1,2015
09.10. 14:30,Civo Utd,Mzuzu Warriors,2,0,2015
04.10. 14:30,Kamuzu Barracks,Civo Utd,0,0,2015
04.10. 14:30,Moyale Barracks,Dedza Young,0,1,2015
04.10. 14:30,Surestream,Civil,0,1,2015
03.10. 14:30,Big Bullets,Mighty Wanderers,1,0,2015
03.10. 14:30,MAFCO,Blue Eagles,4,1,2015
03.10. 14:30,Mzuzu Warriors,Dedza Young,2,1,2015
03.10. 14:30,Red Lions,Civil,2,1,2015
27.09. 14:30,MAFCO,Airborne Rangers,2,1,2015
26.09. 12:30,Mighty Tigers,Mzuzu Warriors,0,0,2015
20.09. 12:30,Big Bullets,Red Lions,4,2,2015
20.09. 12:30,Mzuzu Warriors,Surestream,0,0,2015
20.09. 12:30,Silver Strikers,Dedza Young,2,1,2015
19.09. 14:30,Moyale Barracks,Surestream,0,0,2015
19.09. 12:30,Airborne Rangers,Civil,0,1,2015
19.09. 12:30,Civo Utd,Blue Eagles,1,4,2015
19.09. 12:30,Mighty Tigers,MAFCO,0,1,2015
19.09. 12:30,Mighty Wanderers,Kamuzu Barracks,0,1,2015
14.09. 14:30,Moyale Barracks,Silver Strikers,0,1,2015
13.09. 14:30,Blue Eagles,Airborne Rangers,3,0,2015
13.09. 14:30,Civil,Mighty Tigers,1,1,2015
13.09. 14:30,Dedza Young,Red Lions,0,2,2015
13.09. 14:30,Mighty Wanderers,Civo Utd,0,1,2015
13.09. 14:30,Mzuzu Warriors,Silver Strikers,0,2,2015
12.09. 14:30,Kamuzu Barracks,Mighty Tigers,0,0,2015
12.09. 14:30,MAFCO,Big Bullets,0,1,2015
12.09. 14:30,Surestream,Civo Utd,0,1,2015
26.07. 16:30,Civo Utd,Surestream,0,0,2015
25.07. 16:30,Kamuzu Barracks,Surestream,0,0,2015
19.07. 14:30,MAFCO,Kamuzu Barracks,1,3,2015
19.07. 14:30,Mighty Tigers,Civil,4,0,2015
19.07. 14:30,Moyale Barracks,Civo Utd,1,0,2015
19.07. 14:30,Silver Strikers,Surestream,1,1,2015
18.07. 14:30,Big Bullets,Civil,4,1,2015
18.07. 14:30,Dedza Young,Surestream,3,2,2015
18.07. 14:30,Mzuzu Warriors,Civo Utd,0,1,2015
18.07. 14:30,Red Lions,Mighty Wanderers,1,1,2015
15.07. 14:30,Dedza Young,Airborne Rangers,1,1,2015
15.07. 14:30,Kamuzu Barracks,Blue Eagles,1,0,2015
12.07. 14:30,MAFCO,Civil,3,2,2015
12.07. 14:30,Mighty Tigers,Dedza Young,4,1,2015
12.07. 14:30,Mighty Wanderers,Moyale Barracks,1,1,2015
11.07. 14:30,Big Bullets,Airborne Rangers,1,0,2015
11.07. 14:30,Civo Utd,Kamuzu Barracks,2,1,2015
11.07. 14:30,Mzuzu Warriors,Blue Eagles,2,0,2015
11.07. 14:30,Surestream,Moyale Barracks,0,1,2015
05.07. 14:30,Civil,Red Lions,2,3,2015
05.07. 14:30,Mzuzu Warriors,Mighty Tigers,1,2,2015
05.07. 14:30,Silver Strikers,Blue Eagles,2,3,2015
04.07. 14:30,Civo Utd,Dedza Young,3,1,2015
04.07. 14:30,MAFCO,Red Lions,3,3,2015
04.07. 14:30,Mighty Wanderers,Airborne Rangers,1,0,2015
04.07. 14:30,Moyale Barracks,Mighty Tigers,4,0,2015
28.06. 14:30,Airborne Rangers,Blue Eagles,2,0,2015
28.06. 14:30,Mighty Tigers,Kamuzu Barracks,0,1,2015
28.06. 14:30,Moyale Barracks,MAFCO,0,0,2015
28.06. 14:30,Red Lions,Dedza Young,1,1,2015
28.06. 14:30,Silver Strikers,Civo Utd,0,2,2015
27.06. 14:30,Blue Eagles,Civil,2,1,2015
27.06. 14:30,Mighty Wanderers,Big Bullets,1,2,2015
27.06. 14:30,Mzuzu Warriors,MAFCO,0,2,2015
21.06. 14:30,Dedza Young,Kamuzu Barracks,1,0,2015
21.06. 14:30,Mighty Wanderers,Silver Strikers,0,2,2015
21.06. 14:30,Mzuzu Warriors,Red Lions,1,2,2015
20.06. 14:30,Big Bullets,Civo Utd,2,1,2015
20.06. 14:30,Civil,Airborne Rangers,1,0,2015
20.06. 14:30,Mighty Tigers,Silver Strikers,1,0,2015
20.06. 14:30,Moyale Barracks,Red Lions,1,2,2015
14.06. 14:30,Big Bullets,Blue Eagles,1,1,2015
14.06. 14:30,Civil,Silver Strikers,1,0,2015
14.06. 14:30,Mighty Wanderers,Dedza Young,3,0,2015
07.06. 14:30,Airborne Rangers,MAFCO,0,0,2015
07.06. 14:30,Blue Eagles,Civo Utd,1,1,2015
07.06. 14:30,Mighty Wanderers,Mzuzu Warriors,2,1,2015
06.06. 14:30,Civil,Kamuzu Barracks,3,5,2015
06.06. 14:30,Dedza Young,Silver Strikers,0,4,2015
06.06. 14:30,Mighty Tigers,Big Bullets,1,2,2015
06.06. 14:30,Surestream,Mzuzu Warriors,2,0,2015
31.05. 14:30,Civil,Surestream,0,0,2015
31.05. 14:30,Moyale Barracks,Big Bullets,1,1,2015
30.05. 14:30,Airborne Rangers,Surestream,2,1,2015
30.05. 14:30,Blue Eagles,Dedza Young,3,1,2015
30.05. 14:30,Kamuzu Barracks,Silver Strikers,0,0,2015
30.05. 14:30,Mzuzu Warriors,Big Bullets,1,1,2015
30.05. 14:30,Red Lions,Mighty Tigers,1,2,2015
24.05. 14:30,Blue Eagles,Mighty Wanderers,1,1,2015
24.05. 14:30,Mzuzu Warriors,Airborne Rangers,0,0,2015
24.05. 14:30,Red Lions,Silver Strikers,1,2,2015
24.05. 14:30,Surestream,MAFCO,1,1,2015
23.05. 14:30,Big Bullets,MAFCO,1,0,2015
23.05. 14:30,Civo Utd,Civil,1,1,2015
23.05. 14:30,Kamuzu Barracks,Mighty Wanderers,1,1,2015
23.05. 14:30,Moyale Barracks,Airborne Rangers,2,0,2015
17.05. 14:30,Civo Utd,Mighty Wanderers,0,1,2015
17.05. 14:30,Red Lions,Big Bullets,1,1,2015
16.05. 14:30,MAFCO,Mighty Wanderers,1,2,2015
16.05. 14:30,Mighty Tigers,Surestream,2,0,2015
16.05. 14:30,Silver Strikers,Moyale Barracks,3,1,2015
14.05. 14:30,Big Bullets,Dedza Young,5,2,2015
14.05. 14:30,Blue Eagles,MAFCO,1,0,2015
14.05. 14:30,Red Lions,Kamuzu Barracks,0,3,2015
14.05. 14:30,Silver Strikers,Airborne Rangers,1,0,2015
10.05. 16:30,Airborne Rangers,Kamuzu Barracks,2,1,2015
10.05. 16:30,Civo Utd,MAFCO,0,1,2015
10.05. 16:30,Dedza Young,Civil,2,1,2015
10.05. 16:30,Moyale Barracks,Mzuzu Warriors,2,3,2015
10.05. 16:30,Surestream,Red Lions,2,2,2015
09.05. 16:30,Mighty Tigers,Blue Eagles,1,1,2015
03.05. 14:30,Civo Utd,Mighty Tigers,0,1,2015
03.05. 14:30,MAFCO,Dedza Young,2,0,2015
03.05. 14:30,Silver Strikers,Mzuzu Warriors,2,0,2015
02.05. 14:30,Civil,Mzuzu Warriors,0,1,2015
02.05. 14:30,Kamuzu Barracks,Big Bullets,1,1,2015
02.05. 14:30,Surestream,Mighty Wanderers,0,1,2015
01.05. 14:30,Airborne Rangers,Civo Utd,0,0,2015
01.05. 14:30,Blue Eagles,Red Lions,1,1,2015
26.04. 14:30,Airborne Rangers,Red Lions,1,4,2015
26.04. 14:30,Big Bullets,Surestream,3,1,2015
26.04. 14:30,Civil,Moyale Barracks,2,1,2015
26.04. 14:30,Kamuzu Barracks,Mzuzu Warriors,1,0,2015
25.04. 14:30,Blue Eagles,Moyale Barracks,2,0,2015
25.04. 14:30,Dedza Young,Mzuzu Warriors,3,0,2015
25.04. 14:30,MAFCO,Silver Strikers,3,1,2015
25.04. 14:30,Mighty Tigers,Mighty Wanderers,2,2,2015
19.04. 14:30,Kamuzu Barracks,Moyale Barracks,0,1,2015
19.04. 14:30,MAFCO,Mighty Tigers,1,0,2015
19.04. 14:30,Mighty Wanderers,Civil,3,1,2015
18.04. 14:30,Airborne Rangers,Mighty Tigers,1,2,2015
18.04. 14:30,Dedza Young,Moyale Barracks,1,1,2015
18.04. 14:30,Red Lions,Civo Utd,2,0,2015
18.04. 14:30,Silver Strikers,Big Bullets,1,2,2015
18.04. 14:30,Surestream,Blue Eagles,2,4,2015
